keyword,cluster,region,regionType,intent,service,bestUrl,coverageScore,band,candidates,action,parentHubUrl,issues
부산 상속 상담,inheritance-consult,부산,BUSAN,consultation,INHERITANCE,/부산상속법무사,100,COVERED_STRONG,/부산상속법무사|/부산상속등기|/부산상속포기|/부산한정승인|/부산소유권이전등기|/부산개인회생,KEEP,,
부산 상속포기 법무사,renunciation,부산,BUSAN,renunciation,INHERITANCE,/부산상속포기,100,COVERED_STRONG,/부산상속포기|/부산한정승인|/상속포기비용|/부산가정법원상속|/부산상속법무사|/부산상속재산관리인,KEEP,,
부산 상속포기,renunciation,부산,BUSAN,renunciation,INHERITANCE,/부산상속포기,100,COVERED_STRONG,/부산상속포기|/상속포기자가진단|/부산한정승인|/상속포기비용|/부산가정법원상속|/부산상속법무사,KEEP,,
부산 상속포기 비용,renunciation,부산,BUSAN,renunciation,INHERITANCE,/부산상속포기,100,COVERED_STRONG,/부산상속포기|/상속포기비용|/부산가정법원상속|/부산상속재산관리인|/해운대구상속포기|/연제구상속포기,KEEP,,
부산 한정승인 법무사,qualified-acceptance,부산,BUSAN,qualified-acceptance,INHERITANCE,/부산한정승인,100,COVERED_STRONG,/부산한정승인|/부산상속등기|/부산상속포기|/한정승인비용|/부산가정법원상속|/부산상속법무사,KEEP,,
부산 한정승인,qualified-acceptance,부산,BUSAN,qualified-acceptance,INHERITANCE,/부산한정승인,100,COVERED_STRONG,/부산한정승인|/한정승인자가진단|/부산상속등기|/부산상속포기|/한정승인비용|/부산가정법원상속,KEEP,,
부산 한정승인 비용,qualified-acceptance,부산,BUSAN,qualified-acceptance,INHERITANCE,/부산한정승인,100,COVERED_STRONG,/부산한정승인|/한정승인비용|/부산가정법원상속|/부산상속법무사추천|/상속상담전준비서류와비용|/부산상속재산관리인,KEEP,,
부산 특별한정승인,special-qa,부산,BUSAN,special-qualified-acceptance,INHERITANCE,/특별한정승인,94,COVERED_STRONG,/특별한정승인|/사망후3개월지난상속|/동래구상속포기|/상속포기기한|/동구상속포기|/남구상속포기,KEEP,,
부산 상속재산분할,division-agreement,부산,BUSAN,division,INHERITANCE,/부산상속재산분할법무사,94,COVERED_STRONG,/부산상속재산분할법무사|/부산상속후매매등기|/상속재산분할협의서준비|/blog/inheritance-division-agreement-cautions|/blog/minor-heir-inheritance-guide|/blog/overseas-heir-inheritance-busan,KEEP,,
부산 부동산 법무사,real-estate-hub,부산,BUSAN,real-estate-hub,REAL_ESTATE,/부산부동산등기,100,COVERED_STRONG,/부산부동산등기|/부산상속등기|/부산상속포기|/부산소유권이전등기|/부산파산|/부산법무사,KEEP,,
부산 부동산등기 법무사,real-estate-hub,부산,BUSAN,real-estate-hub,REAL_ESTATE,/부산부동산등기,100,COVERED_STRONG,/부산부동산등기|/부산상속포기|/부산소유권이전등기|/부산파산|/부산진구법무사|/동구법무사,KEEP,,
부산 부동산등기,real-estate-hub,부산,BUSAN,real-estate-hub,REAL_ESTATE,/부산부동산등기,100,COVERED_STRONG,/부산부동산등기|/부산부동산등기법무사|/부산부동산등기전문법무사|/부동산등기자가진단|/blog/busan-real-estate-registration-documents|/부산상속포기,KEEP,,
부산 소유권이전등기 법무사,ownership-transfer,부산,BUSAN,ownership-transfer,REAL_ESTATE,/부산소유권이전등기,94,COVERED_STRONG,/부산소유권이전등기|/소유권이전등기서류|/부산신축아파트소유권이전등기|/부산오피스텔소유권이전등기|/부산부동산등기법무사|/부산근저당말소등기,KEEP,,
부산 소유권이전등기,ownership-transfer,부산,BUSAN,ownership-transfer,REAL_ESTATE,/부산소유권이전등기,94,COVERED_STRONG,/부산소유권이전등기|/소유권이전등기자가진단|/소유권이전등기서류|/부산신축아파트소유권이전등기|/부산오피스텔소유권이전등기|/부산부동산등기법무사,KEEP,,
부산 아파트 등기 법무사,ownership-transfer,부산,BUSAN,ownership-transfer,REAL_ESTATE,/부산소유권이전등기,94,COVERED_STRONG,/부산소유권이전등기|/부산상속등기|/부산부동산등기|/부산법무사|/부산재개발등기|/부산재건축등기,KEEP,,
부산 아파트 등기,ownership-transfer,부산,BUSAN,ownership-transfer,REAL_ESTATE,/부산소유권이전등기,94,COVERED_STRONG,/부산소유권이전등기|/부산상속등기|/부산부동산등기|/부산법무사|/부산재개발등기|/부산재건축등기,KEEP,,
부산 매매등기,ownership-transfer,부산,BUSAN,ownership-transfer,REAL_ESTATE,/부산소유권이전등기,94,COVERED_STRONG,/부산소유권이전등기|/부산매매등기전문법무사|/부산매매등기법무사|/부산법무사|/부산진구법무사|/부산법무사서류준비,KEEP,,
부산 매매 법무사,unclassified,부산,BUSAN,general,GENERAL,/부산법무사,94,COVERED_STRONG,/부산법무사|/부산부동산등기|/부산소유권이전등기|/부산파산|/부산진구법무사|/동구법무사,KEEP,,
부산 잔금 법무사,ownership-transfer,부산,BUSAN,ownership-transfer,REAL_ESTATE,/부산소유권이전등기,94,COVERED_STRONG,/부산소유권이전등기|/부산부동산등기|/부산법무사|/부산등기법무사|/부산부동산등기법무사|/부산근저당설정등기,KEEP,,
부산 등기비용,re-cost,부산,BUSAN,cost,REAL_ESTATE,/부산소유권이전등기,94,COVERED_STRONG,/부산소유권이전등기|/상속등기비용|/법인설립등기비용|/부산국제금융센터법인등기|/부산재개발등기|/부산재건축등기,KEEP,,
부산 아파트 등기비용,ownership-transfer,부산,BUSAN,ownership-transfer,REAL_ESTATE,/부산소유권이전등기,94,COVERED_STRONG,/부산소유권이전등기|/부산재개발등기|/부산재건축등기|/부산신축아파트소유권이전등기|/부산증여등기|/해운대구부동산등기,KEEP,,
부산 증여 법무사,gift,부산,BUSAN,gift-registration,REAL_ESTATE,/부산증여등기,94,COVERED_STRONG,/부산증여등기|/부산부동산등기|/부산소유권이전등기|/소유권이전등기서류|/부산등기법무사|/부산부동산등기법무사,KEEP,,
부산 증여등기 법무사,gift,부산,BUSAN,gift-registration,REAL_ESTATE,/부산증여등기,94,COVERED_STRONG,/부산증여등기|/부산증여등기전문법무사|/부산부모자녀아파트증여등기|/부산부부간증여등기|/부산부담부증여등기|/부산공동명의지분증여등기,KEEP,,
부산 증여등기,gift,부산,BUSAN,gift-registration,REAL_ESTATE,/부산증여등기,94,COVERED_STRONG,/부산증여등기|/부산증여등기전문법무사|/부산부모자녀아파트증여등기|/부산부부간증여등기|/부산부담부증여등기|/부산공동명의지분증여등기,KEEP,,
부산 아파트 증여,parent-child-gift,부산,BUSAN,parent-child-gift,REAL_ESTATE,/부산부모자녀아파트증여등기,88,COVERED_STRONG,/부산부모자녀아파트증여등기|/부산부동산등기|/부산소유권이전등기|/부산등기법무사|/부산부동산등기법무사|/부산신축건물보존등기,KEEP,,THIN_BODY
부산 부모 자녀 증여,parent-child-gift,부산,BUSAN,parent-child-gift,REAL_ESTATE,/부산부모자녀아파트증여등기,88,COVERED_STRONG,/부산부모자녀아파트증여등기|/부산증여등기전문법무사|/부산증여등기|/부모자녀다른지역증여등기|/부산소유권이전등기|/부산등기법무사,KEEP,,THIN_BODY
부산 부부간 증여,spouse-gift,부산,BUSAN,spouse-gift,REAL_ESTATE,/부산부부간증여등기,88,COVERED_STRONG,/부산부부간증여등기|/부산증여등기전문법무사|/부산증여등기|/이혼재산분할등기서류준비|/업무사례/양산증여등기법무사|/부산부동산등기,KEEP,,THIN_BODY
부산 지분 증여,share-gift,부산,BUSAN,share-gift,REAL_ESTATE,/부산공동명의지분증여등기,88,COVERED_STRONG,/부산공동명의지분증여등기|/부산부동산등기|/부산스타트업법무사|/부산증여등기전문법무사|/부산부부간증여등기|/부산공동명의등기,KEEP,,THIN_BODY
부산 부담부증여,onerous-gift,부산,BUSAN,onerous-gift,REAL_ESTATE,/부산부담부증여등기,88,COVERED_STRONG,/부산부담부증여등기|/부산증여등기전문법무사|/방문없이준비하는부담부증여|/부산상속등기|/부산상속포기|/부산한정승인,KEEP,,THIN_BODY
부산 토지 증여,gift,부산,BUSAN,gift-registration,REAL_ESTATE,/부산증여등기,94,COVERED_STRONG,/부산증여등기|/부산부동산등기|/부산신축건물보존등기|/부동산등기자가진단|/services/inheritance-registration|/부산지방법원등기국상속등기,KEEP,,
부산 근저당 설정,mortgage-set,부산,BUSAN,mortgage-set,REAL_ESTATE,/부산잔금대출근저당,94,COVERED_STRONG,/부산잔금대출근저당|/부산근저당설정등기|/부산부동산등기|/부산등기법무사|/부산전세권설정등기|/부산부동산등기전문법무사,KEEP,,
부산 근저당 설정 법무사,mortgage-set,부산,BUSAN,mortgage-set,REAL_ESTATE,/부산잔금대출근저당,94,COVERED_STRONG,/부산잔금대출근저당|/부산부동산등기|/부산등기법무사|/부산근저당설정등기|/부산전세권설정등기|/부산부동산등기전문법무사,KEEP,,
부산 근저당 말소,mortgage-cancel,부산,BUSAN,mortgage-cancel,REAL_ESTATE,/방문없이준비하는근저당말소,88,COVERED_STRONG,/방문없이준비하는근저당말소|/부산근저당말소등기|/부산부동산등기|/부산소유권이전등기|/부산등기법무사|/부산부동산등기법무사,KEEP,,THIN_BODY
부산 근저당 말소 법무사,mortgage-cancel,부산,BUSAN,mortgage-cancel,REAL_ESTATE,/방문없이준비하는근저당말소,88,COVERED_STRONG,/방문없이준비하는근저당말소|/부산부동산등기|/부산소유권이전등기|/부산등기법무사|/부산부동산등기법무사|/부산근저당설정등기,KEEP,,THIN_BODY
부산 전세권 설정,leasehold-set,부산,BUSAN,leasehold-set,REAL_ESTATE,/부산부동산등기,100,COVERED_STRONG,/부산부동산등기|/부산전세권설정등기|/부산전세전문법무사|/부산확정일자전세권비교|/수영구법무사|/부산부동산등기전문,KEEP,,
부산 전세권 설정 법무사,leasehold-set,부산,BUSAN,leasehold-set,REAL_ESTATE,/부산부동산등기,100,COVERED_STRONG,/부산부동산등기|/부산전세권설정등기|/부산전세전문법무사|/부산확정일자전세권비교|/수영구법무사|/부산부동산등기전문,KEEP,,
부산 가등기,provisional,부산,BUSAN,provisional-registration,REAL_ESTATE,/부산가등기,94,COVERED_STRONG,/부산가등기|/부산임원변경등기|/부산지방법원등기국|/부산재건축등기|/부산오피스텔소유권이전등기|/부산상가등기,KEEP,,
부산 가등기 법무사,provisional,부산,BUSAN,provisional-registration,REAL_ESTATE,/부산가등기,94,COVERED_STRONG,/부산가등기|/부산임원변경등기|/부산지방법원등기국|/부산재건축등기|/부산오피스텔소유권이전등기|/부산상가등기,KEEP,,
부산 신축건물 등기,preservation,부산,BUSAN,preservation,REAL_ESTATE,/부산신축건물보존등기,94,COVERED_STRONG,/부산신축건물보존등기|/부산등기법무사|/부산입주등기|/토지소유자와건축주다른보존등기|/건축주법인신축보존등기|/보존등기후근저당설정,KEEP,,
부산 소유권보존등기,preservation,부산,BUSAN,preservation,REAL_ESTATE,/부산신축건물보존등기,94,COVERED_STRONG,/부산신축건물보존등기|/토지소유자와건축주다른보존등기|/건축주법인신축보존등기|/지식산업센터보존등기|/증축후건물표시변경등기|/미등기건물소유권보존등기,KEEP,,
부산 보존등기 법무사,preservation,부산,BUSAN,preservation,REAL_ESTATE,/부산신축건물보존등기,94,COVERED_STRONG,/부산신축건물보존등기|/부산등기법무사|/부산부동산등기법무사|/부산집단등기|/부산입주등기|/부산기업부동산등기,KEEP,,
부산 건물멸실등기,building-loss,부산,BUSAN,loss-registration,REAL_ESTATE,/부산건물멸실등기,88,COVERED_STRONG,/부산건물멸실등기|/철거후건물멸실등기|/건축물대장말소와멸실등기차이|/화재소실건물멸실등기|/상속건물멸실등기|/공유자연락두절멸실등기,KEEP,,THIN_BODY
부산 멸실등기 법무사,building-loss,부산,BUSAN,loss-registration,REAL_ESTATE,/부산건물멸실등기,88,COVERED_STRONG,/부산건물멸실등기|/부산건물등기|/강서구공장멸실등기|/연락두절상속인|/철거후건물멸실등기|/건축물대장말소와멸실등기차이,KEEP,,THIN_BODY
부산 건축물 멸실등기,building-loss,부산,BUSAN,loss-registration,REAL_ESTATE,/부산건물멸실등기,88,COVERED_STRONG,/부산건물멸실등기|/부산건물등기|/강서구공장멸실등기|/철거후건물멸실등기|/건축물대장말소와멸실등기차이|/건축물대장말소등기부잔존,KEEP,,THIN_BODY
부산 건물표시변경등기,building-change,부산,BUSAN,indication-change,REAL_ESTATE,/부산건물표시변경등기,88,COVERED_STRONG,/부산건물표시변경등기|/증축후건물표시변경등기|/건물용도변경등기|/도로명주소등기부상이|/건물일부철거표시변경|/부산상속등기,KEEP,,THIN_BODY
부산 등기권리증 분실,deed-lost,부산,BUSAN,lost-deed,REAL_ESTATE,/부산등기권리증분실,90,COVERED_STRONG,/부산등기권리증분실|/등기권리증없이소유권이전|/오래된상속토지정리|/부산상속등기|/부산상속포기|/부산한정승인,KEEP,,
부산 법인 명의 부동산등기,corp-property,부산,BUSAN,corp-property,REAL_ESTATE,/부산소유권이전등기,94,COVERED_STRONG,/부산소유권이전등기|/부산등기전문법무사|/부산집단등기|/부산부부간증여등기|/부산공동명의지분증여등기|/부산명의변경등기,KEEP,,
부산 농지 등기,property-type,부산,BUSAN,property-type,REAL_ESTATE,/부산토지매매등기,80,COVERED_NEEDS_IMPROVEMENT,/부산토지매매등기|/부산상속등기|/부산토지상속등기|/부산농업회사법인설립|/기장군상속포기|/기장군한정승인,IMPROVE,,THIN_BODY|ORPHAN_RISK
부산 토지 등기,property-type,부산,BUSAN,property-type,REAL_ESTATE,/부산토지매매등기,80,COVERED_NEEDS_IMPROVEMENT,/부산토지매매등기|/부산상속등기|/부산부동산등기|/부산재개발등기|/부산재건축등기|/부산신축아파트소유권이전등기,IMPROVE,,THIN_BODY|ORPHAN_RISK
부산 상가 등기,provisional,부산,BUSAN,provisional-registration,REAL_ESTATE,/부산가등기,94,COVERED_STRONG,/부산가등기|/부산상가등기|/부산상속등기|/부산부동산등기|/부산진구법무사|/동구법무사,KEEP,,
부산 공장 등기,property-type,부산,BUSAN,property-type,REAL_ESTATE,/부산토지매매등기,80,COVERED_NEEDS_IMPROVEMENT,/부산토지매매등기|/부산신축건물보존등기|/부산기업부동산등기|/부산건물등기|/부산건축물등기법무사|/부산건물멸실등기,IMPROVE,,THIN_BODY|ORPHAN_RISK
부산 창고 등기,property-type,부산,BUSAN,property-type,REAL_ESTATE,/부산토지매매등기,80,COVERED_NEEDS_IMPROVEMENT,/부산토지매매등기|/부산신축건물보존등기|/부산기업부동산등기|/부산건물등기|/부산공장창고등기|/건축주법인신축보존등기,IMPROVE,,THIN_BODY|ORPHAN_RISK
부산 공유물 분할등기,partition,부산,BUSAN,partition,REAL_ESTATE,/공유물분할등기서류준비,77,COVERED_NEEDS_IMPROVEMENT,/공유물분할등기서류준비|/이혼재산분할등기서류준비|/부산이혼재산분할등기|/건물분할등기|/situations/공동명의-정리|/faq/real-estate-divorce-registration,IMPROVE,,TITLE_INTENT_WEAK|THIN_BODY
부산 법인 법무사,corporate-hub,부산,BUSAN,corporate-hub,CORPORATE,/부산법인법무사,100,COVERED_STRONG,/부산법인법무사|/부산법인설립등기|/부산임원변경등기|/부산법인등기|/부산법무사|/부산진구법무사,KEEP,,
부산 법인등기 법무사,corporate-hub,부산,BUSAN,corporate-hub,CORPORATE,/부산법인법무사,100,COVERED_STRONG,/부산법인법무사|/부산법인등기|/부산임원변경등기|/부산진구법무사|/임원변경등기과태료|/소유권이전등기서류,KEEP,,
부산 법인등기,corporate-hub,부산,BUSAN,corporate-hub,CORPORATE,/부산법인법무사,100,COVERED_STRONG,/부산법인법무사|/부산법인등기|/부산법인등기비용|/부산법인정기점검|/법인등기자가진단|/부산임원변경등기,KEEP,,
부산 법인전문 법무사,corporate-hub,부산,BUSAN,corporate-hub,CORPORATE,/부산법인법무사,100,COVERED_STRONG,/부산법인법무사|/부산법인전문법무사|/부산상속등기|/부산상속포기|/부산한정승인|/부산법인설립등기,KEEP,,
부산 회사등기,corporate-hub,부산,BUSAN,corporate-hub,CORPORATE,/부산법인법무사,100,COVERED_STRONG,/부산법인법무사|/부산법인등기|/특수등기|/업무사례/양산법무사업무|/부산상속등기|/부산상속포기,KEEP,,
부산 기업등기,corporate-hub,부산,BUSAN,corporate-hub,CORPORATE,/부산법인법무사,100,COVERED_STRONG,/부산법인법무사|/부산법인등기|/부산기업법률자문|/공기업등기|/지방공기업등기|/faq/public-agency-registration-faq,KEEP,,
부산 상업등기,corporate-hub,부산,BUSAN,corporate-hub,CORPORATE,/부산법인법무사,100,COVERED_STRONG,/부산법인법무사|/부산법인등기|/임원변경등기과태료|/소유권이전등기서류|/상속등기필요서류|/상속등기기간,KEEP,,
부산 법인설립 법무사,incorporation,부산,BUSAN,incorporation,CORPORATE,/부산법인설립등기,100,COVERED_STRONG,/부산법인설립등기|/부산법인등기|/부산법무사|/법인설립등기비용|/부산국제금융센터법인등기|/부산등기법무사,KEEP,,
부산 법인설립,incorporation,부산,BUSAN,incorporation,CORPORATE,/부산법인설립등기,100,COVERED_STRONG,/부산법인설립등기|/부산법인설립전문법무사|/법인등기|/법인설립자가진단|/blog/busan-company-establishment-documents|/부산법인등기,KEEP,,
부산 주식회사 설립,stock-company,부산,BUSAN,stock-company,CORPORATE,/부산법인설립등기,100,COVERED_STRONG,/부산법인설립등기|/법인정관업무|/부산1인법인설립|/부산유한회사설립등기|/부산특수법인등기|/부산협회단체법인설립,KEEP,,
부산 1인 법인설립,one-person-company,부산,BUSAN,one-person-company,CORPORATE,/부산1인법인설립,84,COVERED_NEEDS_IMPROVEMENT,/부산1인법인설립|/부산법인설립등기|/부산유한회사설립등기|/창업법무|/blog/one-person-company-establishment-checklist|/services/company-establishment,IMPROVE,,THIN_BODY
부산 법인설립 비용,incorporation,부산,BUSAN,incorporation,CORPORATE,/부산법인설립등기,100,COVERED_STRONG,/부산법인설립등기|/부산법무사|/법인설립등기비용|/부산국제금융센터법인등기|/부산등기법무사|/부산법인법무사,KEEP,,
부산 임원변경등기,officer-change,부산,BUSAN,officer-change,CORPORATE,/부산임원변경등기,100,COVERED_STRONG,/부산임원변경등기|/임원변경등기자가진단|/임원변경등기과태료|/부산임원변경전문법무사|/부산기업법률자문|/부산대표이사변경등기,KEEP,,
부산 임원변경 법무사,officer-change,부산,BUSAN,officer-change,CORPORATE,/부산임원변경등기,100,COVERED_STRONG,/부산임원변경등기|/부산법인등기|/부산법무사|/임원변경등기과태료|/부산국제금융센터법인등기|/부산등기법무사,KEEP,,
부산 대표이사 변경,ceo-change,부산,BUSAN,ceo-change,CORPORATE,/부산대표이사변경등기,88,COVERED_STRONG,/부산대표이사변경등기|/부산임원변경등기|/부산법인등기|/부산법인법무사|/부산임원변경전문법무사|/부산법인설립전문법무사,KEEP,,THIN_BODY
부산 대표이사 변경등기,ceo-change,부산,BUSAN,ceo-change,CORPORATE,/부산대표이사변경등기,88,COVERED_STRONG,/부산대표이사변경등기|/부산임원변경등기|/부산법인등기|/부산임원변경전문법무사|/부산법인설립전문법무사|/부산기업법률자문,KEEP,,THIN_BODY
부산 임원중임등기,officer-term,부산,BUSAN,officer-term,CORPORATE,/부산임원임기만료등기,81,COVERED_NEEDS_IMPROVEMENT,/부산임원임기만료등기|/부산상속등기|/부산상속포기|/부산한정승인|/부산법인설립등기|/부산임원변경등기,IMPROVE,,H1_INTENT_WEAK|THIN_BODY
부산 임원 임기만료,officer-term,부산,BUSAN,officer-term,CORPORATE,/부산임원임기만료등기,81,COVERED_NEEDS_IMPROVEMENT,/부산임원임기만료등기|/부산임원변경등기|/부산기업법무사|/부산임원변경전문법무사|/부산기업법률자문|/부산임원사임해임등기,IMPROVE,,H1_INTENT_WEAK|THIN_BODY
부산 본점이전등기,hq-move,부산,BUSAN,head-office-move,CORPORATE,/부산본점이전등기,88,COVERED_STRONG,/부산본점이전등기|/부산국제금융센터법인등기|/창업법률교육|/부산지점설치등기|/센텀법인등기|/문현금융단지법인등기,KEEP,,THIN_BODY
부산 본점이전 법무사,hq-move,부산,BUSAN,head-office-move,CORPORATE,/부산본점이전등기,88,COVERED_STRONG,/부산본점이전등기|/부산법인등기|/부산국제금융센터법인등기|/부산법인법무사|/부산기업법무사|/부산스타트업법무사,KEEP,,THIN_BODY
부산 법인 주소변경,hq-move,부산,BUSAN,head-office-move,CORPORATE,/부산본점이전등기,88,COVERED_STRONG,/부산본점이전등기|/부산임원변경등기|/부산법인등기|/부산대표이사변경등기|/도로명주소등기부상이|/본점이전후사업자등록순서,KEEP,,THIN_BODY
부산 사업목적 변경등기,purpose-change,부산,BUSAN,purpose-change,CORPORATE,/부산사업목적변경등기,88,COVERED_STRONG,/부산사업목적변경등기|/부산법인등기|/부산스타트업법무사|/부산법인정기점검|/법인변경등기|/사단법인목적변경등기,KEEP,,THIN_BODY
부산 상호변경등기,name-change,부산,BUSAN,trade-name-change,CORPORATE,/부산상호변경등기,84,COVERED_NEEDS_IMPROVEMENT,/부산상호변경등기|/blog/corporate-name-change-registration|/부산상속등기|/부산상속포기|/부산한정승인|/부산법인설립등기,IMPROVE,,THIN_BODY
