url,pageType,bodyChars,h2Count,faqCount,grade,score
/센텀법인등기,LOCAL,1534,4,3,IMPROVE,79
/문현금융단지법인등기,LOCAL,1543,4,3,IMPROVE,79
/부산국제금융센터법인등기,LOCAL,1572,4,3,IMPROVE,79
/명지국제신도시법인등기,LOCAL,1613,4,3,IMPROVE,79
/에코델타시티법인등기,LOCAL,1619,4,3,IMPROVE,79
/정관법인등기,LOCAL,1575,4,3,IMPROVE,79
/명례산업단지법인등기,LOCAL,1517,4,3,STRONG,87
/부산재개발등기,OTHER,1581,4,3,IMPROVE,84
/부산재건축등기,OTHER,1615,4,3,IMPROVE,80
/부산신축아파트소유권이전등기,OTHER,1469,4,3,IMPROVE,81
/부산오피스텔소유권이전등기,OTHER,1633,4,3,IMPROVE,84
/부산상가등기,OTHER,1590,4,3,IMPROVE,80
/부산토지상속등기,OTHER,1579,4,3,IMPROVE,80
/기장토지상속등기,OTHER,1687,4,3,IMPROVE,76
/해운대재개발상속등기,OTHER,1704,4,3,IMPROVE,76
/부산개인파산,LOCAL,1619,6,6,STRONG,92
/부산스타트업법무사,LOCAL,1643,6,3,STRONG,92
/부산상속재산분할법무사,LOCAL,1650,6,3,STRONG,92
/부산법인등기비용,COST,1724,6,9,STRONG,92
/부산전세권설정등기,LOCAL,1745,5,3,STRONG,92
/부산전세권말소등기,LOCAL,1633,5,3,STRONG,92
/부산법무사추천,LOCAL,1658,1,10,STRONG,89
/부산등기법무사추천,LOCAL,1216,1,5,STRONG,86
/부산상속등기전문,LOCAL,1411,1,7,STRONG,86
/부산부동산등기전문,LOCAL,1347,1,7,STRONG,86
/부산법인등기전문,LOCAL,1350,1,7,STRONG,86
/부산법무사상담,LOCAL,1597,1,12,STRONG,89
/부산법무사후기,LOCAL,1278,1,7,STRONG,86
/부산법무사비교,COMPARISON,1173,1,7,STRONG,86
/부산법무사무소,LOCAL,1471,1,8,STRONG,86
/부산법무사서류준비,LOCAL,1257,1,7,STRONG,86
/부산법무사방문상담,LOCAL,1191,1,7,IMPROVE,84
/부산법무사비대면상담,LOCAL,1293,1,7,STRONG,86
/부산상속법무사추천,LOCAL,1664,1,9,IMPROVE,76
/부산개인회생법무사추천,LOCAL,1530,1,8,IMPROVE,76
/부산개인파산법무사추천,LOCAL,1490,1,8,IMPROVE,73
/부산법무사수임료,LOCAL,1747,2,9,IMPROVE,76
/부산법무사보수,LOCAL,1700,2,9,IMPROVE,76
/부산법무사잘하는곳,LOCAL,1672,1,9,IMPROVE,76
/부산부동산등기전문법무사,LOCAL,1113,1,5,STRONG,86
/부산개인회생전문법무사,LOCAL,1071,1,5,STRONG,86
/부산개인파산전문법무사,LOCAL,1045,1,5,STRONG,86
/부산근저당전문법무사,LOCAL,1019,1,5,IMPROVE,84
/부산전세전문법무사,LOCAL,1072,1,5,STRONG,86
/부산임원변경전문법무사,LOCAL,1053,1,5,STRONG,86
/부산매매등기전문법무사,LOCAL,1083,1,5,STRONG,86
/부산소유권이전전문법무사,LOCAL,1096,1,5,STRONG,86
/부산회생전문법무사,LOCAL,934,1,4,IMPROVE,81
/부산파산전문법무사,LOCAL,970,1,4,IMPROVE,81
/부산면책전문법무사,LOCAL,954,1,4,IMPROVE,81
/부산증여등기전문법무사,LOCAL,1002,1,4,IMPROVE,84
/부산법인설립전문법무사,LOCAL,1030,1,4,IMPROVE,84
/부산부동산전문법무사,LOCAL,1016,1,4,IMPROVE,84
/부산개인회생법무사,LOCAL,1639,2,11,STRONG,87
/부산개인파산법무사,LOCAL,1474,1,8,IMPROVE,73
/부산회생법무사,LOCAL,992,1,4,IMPROVE,79
/부산파산법무사,LOCAL,1434,1,8,IMPROVE,73
/부산등기복대리,LOCAL,1406,1,10,STRONG,86
/복대리등기,LOCAL,1436,1,8,IMPROVE,73
/등기복대리,LOCAL,1436,1,8,IMPROVE,73
/부산집단등기,LOCAL,1596,1,12,STRONG,89
/집단등기,LOCAL,1444,1,8,IMPROVE,73
/아파트집단등기,LOCAL,1452,1,8,IMPROVE,73
/오피스텔집단등기,LOCAL,1468,1,8,IMPROVE,73
/신축집단등기,LOCAL,1436,1,8,IMPROVE,73
/법무사수임료,LOCAL,1653,2,9,IMPROVE,76
/법무사비용,COST,1664,2,9,IMPROVE,76
/법무사보수,LOCAL,1607,2,9,IMPROVE,76
/등기비용,COST,1591,2,9,IMPROVE,80
/등록면허세,LOCAL,1436,1,8,IMPROVE,73
/국민주택채권,LOCAL,1452,1,8,IMPROVE,73
/취득세,LOCAL,1428,1,8,IMPROVE,73
/등기신청대행,LOCAL,1436,1,8,IMPROVE,73
/전자등기,LOCAL,1444,1,8,IMPROVE,73
/전자신청,LOCAL,1420,1,8,IMPROVE,73
/등기소제출,LOCAL,1444,1,8,IMPROVE,73
/등기보정,LOCAL,1420,1,8,IMPROVE,73
/등기완료기간,LOCAL,1460,1,8,IMPROVE,73
/등기접수,LOCAL,1420,1,8,IMPROVE,73
/등기처리기간,LOCAL,1436,1,8,IMPROVE,73
/부산개인회생상담,LOCAL,1442,1,8,IMPROVE,73
/부산개인회생신청,LOCAL,1442,1,8,IMPROVE,73
/부산파산신청,LOCAL,1410,1,8,IMPROVE,73
/부산개인파산상담,LOCAL,1442,1,8,IMPROVE,73
/부산면책신청,LOCAL,1410,1,8,IMPROVE,73
/부산회생상담,LOCAL,1410,1,8,IMPROVE,73
/법무사상담전준비,LOCAL,1474,1,8,IMPROVE,73
/법무사방문전준비,LOCAL,1482,1,8,IMPROVE,73
/등기준비서류,LOCAL,1436,1,8,IMPROVE,73
/등기얼마나걸리나요,LOCAL,1460,1,8,IMPROVE,73
/등기언제끝나나요,LOCAL,1452,1,8,IMPROVE,73
/등기어디서하나요,LOCAL,1460,1,8,IMPROVE,73
/등기소어디인가요,LOCAL,1460,1,8,IMPROVE,73
/법무사맡기면달라지는점,LOCAL,1636,1,9,IMPROVE,76
/부산보상등기,LOCAL,1489,1,6,STRONG,86
/공공기관법인등기,LOCAL,1524,1,8,IMPROVE,84
/공공기관부동산등기,LOCAL,1404,1,7,IMPROVE,81
/공기업등기,LOCAL,933,1,3,IMPROVE,79
/촉탁등기,LOCAL,951,1,3,IMPROVE,79
/공공기관촉탁등기,LOCAL,1311,1,6,IMPROVE,81
/지방공기업등기,LOCAL,969,1,3,IMPROVE,79
/공공기관이전등기,LOCAL,1391,1,7,IMPROVE,81
/신축보존등기,LOCAL,1436,1,8,IMPROVE,73
/건물보존등기,LOCAL,1436,1,8,IMPROVE,73
/집합건물보존등기,LOCAL,1468,1,8,IMPROVE,73
/오피스텔보존등기,LOCAL,1468,1,8,IMPROVE,73
/상가보존등기,LOCAL,1436,1,8,IMPROVE,73
/건축주준비서류,LOCAL,1452,1,8,IMPROVE,73
/사용승인후등기,LOCAL,1468,1,8,IMPROVE,73
/상속등기실수모음,LOCAL,1530,1,8,IMPROVE,76
/법인등기실수모음,LOCAL,1501,1,8,IMPROVE,76
/개인회생실수모음,LOCAL,1492,1,8,IMPROVE,73
/부동산등기실수모음,LOCAL,1516,1,8,IMPROVE,76
/집단등기실수모음,LOCAL,1500,1,8,IMPROVE,76
/상속등기체크리스트,LOCAL,1514,1,8,IMPROVE,76
/법인등기체크리스트,LOCAL,1485,1,8,IMPROVE,73
/개인회생체크리스트,LOCAL,1476,1,8,IMPROVE,73
/부동산등기체크리스트,LOCAL,1500,1,8,IMPROVE,76
/신축보존등기체크리스트,LOCAL,1516,1,8,IMPROVE,76
/왜상속등기비용이다를까,COST,1682,2,9,IMPROVE,80
/왜법인등기비용이다를까,COST,1632,2,9,IMPROVE,80
/왜개인회생비용이다를까,COST,1611,2,9,IMPROVE,80
/등기실무,LOCAL,1436,1,8,IMPROVE,73
/특수등기의뢰,LOCAL,1460,1,8,IMPROVE,73
/법무사협업,LOCAL,1420,1,8,IMPROVE,73
/부산잔금일법무사,LOCAL,1895,2,8,STRONG,89
/부산매매등기법무사,LOCAL,1696,1,12,STRONG,89
/부산증여등기,LOCAL,1608,2,8,STRONG,89
/부산부모자녀아파트증여등기,LOCAL,1002,1,3,IMPROVE,82
/부산부부간증여등기,LOCAL,898,1,3,IMPROVE,79
/부산부담부증여등기,LOCAL,976,1,3,IMPROVE,79
/부산공동명의지분증여등기,LOCAL,888,1,3,IMPROVE,79
/부산명의변경등기,LOCAL,1750,1,12,STRONG,89
/부산아파트매매등기,LOCAL,1675,1,12,STRONG,89
/부산전세보증금반환법무사,LOCAL,1722,1,12,STRONG,89
/부산임차권등기명령,LOCAL,1901,1,14,STRONG,89
/부산매수인법무사,LOCAL,1666,0,12,STRONG,89
/부산경매낙찰등기,LOCAL,1462,1,10,STRONG,86
/부산공동명의등기,LOCAL,1428,1,10,STRONG,86
/부산지분이전등기,LOCAL,1368,1,10,STRONG,86
/부산이혼재산분할등기,LOCAL,1319,1,10,STRONG,86
/부산입주등기,LOCAL,1402,1,10,STRONG,86
/부산셀프등기,LOCAL,1371,1,10,STRONG,86
/부산등기권리증분실,LOCAL,1400,1,10,STRONG,86
/부산빌라매매등기,LOCAL,1153,1,8,STRONG,86
/부산오피스텔매매등기,LOCAL,1154,1,8,STRONG,86
/부산상가매매등기,LOCAL,1130,1,8,STRONG,86
/부산토지매매등기,LOCAL,1126,1,8,STRONG,86
/부산가압류말소등기,LOCAL,1190,1,8,STRONG,86
/부산압류말소등기,LOCAL,1098,1,8,STRONG,86
/부산중도금대출근저당,LOCAL,1056,1,8,IMPROVE,84
/부산잔금대출근저당,LOCAL,1611,3,8,STRONG,90
/부산상속후매매등기,LOCAL,1121,1,8,STRONG,86
/부산확정일자전세권비교,COMPARISON,1160,1,8,STRONG,86
/부산외국인부동산등기,LOCAL,1109,1,8,STRONG,86
/부산등기명의인표시변경,COMPARISON,1128,1,8,STRONG,86
/부산공매낙찰등기,LOCAL,1065,1,8,STRONG,86
/부산신탁등기,LOCAL,1185,1,9,STRONG,86
/부모님사망후해야할일,LOCAL,938,1,3,IMPROVE,79
/장례후재산채무정리,LOCAL,906,1,3,IMPROVE,79
/사망신고와상속등기차이,COMPARISON,858,1,3,IMPROVE,79
/안심상속원스톱서비스이후,LOCAL,795,1,3,IMPROVE,79
/사망자재산채무조회,LOCAL,860,1,3,IMPROVE,79
/부모빚상속방법,LOCAL,881,1,3,IMPROVE,79
/방문없이준비하는상속등기,LOCAL,866,1,3,IMPROVE,77
/상속상담전준비서류와비용,COST,830,1,3,IMPROVE,79
/오래된상속토지정리,LOCAL,836,1,3,IMPROVE,79
/연락두절상속인,LOCAL,808,1,3,IMPROVE,79
/미성년상속인,LOCAL,796,1,3,IMPROVE,79
/재혼가정상속,LOCAL,801,1,3,IMPROVE,79
/고인계좌장례비사용,LOCAL,856,1,3,IMPROVE,79
/사망후3개월지난상속,LOCAL,767,1,3,IMPROVE,79
/해외거주상속인,LOCAL,772,1,3,IMPROVE,79
/임대인사망전세계약,LOCAL,799,1,3,IMPROVE,79
/경상도비대면상속등기,LOCAL,946,1,3,IMPROVE,79
/타지역상속인경상도부동산,LOCAL,1115,1,3,IMPROVE,82
/방문없이준비하는법무사업무,LOCAL,1363,1,5,STRONG,86
/상속인이여러지역에있는경우,LOCAL,983,1,3,IMPROVE,79
/부동산과거주지가다른상속등기,LOCAL,895,1,3,IMPROVE,79
/방문없이준비하는상속포기한정승인,LOCAL,932,1,3,IMPROVE,79
/사진전자파일우편으로서류전달,LOCAL,852,1,3,IMPROVE,79
/법무사비용먼저확인하는방법,COST,980,1,3,IMPROVE,77
/방문없이준비하는법인설립,LOCAL,952,1,3,IMPROVE,79
/방문없이준비하는임원변경,LOCAL,935,1,3,IMPROVE,79
/해외대표이사주주법인등기,LOCAL,912,1,3,IMPROVE,79
/부모자녀다른지역증여등기,LOCAL,917,1,3,IMPROVE,79
/방문없이준비하는근저당말소,LOCAL,879,1,3,IMPROVE,79
/이사후임차권등기명령준비,LOCAL,913,1,3,IMPROVE,79
/방문없이준비하는지급명령서류,LOCAL,929,1,3,IMPROVE,79
/사업자폐업후법인정리,LOCAL,1160,1,4,IMPROVE,84
/등기권리증없이소유권이전,LOCAL,1178,1,4,IMPROVE,84
/해외서류가필요한증여등기,LOCAL,928,1,3,IMPROVE,79
/방문없이준비하는부담부증여,LOCAL,1016,1,3,IMPROVE,82
/방문없이준비하는전세권말소,LOCAL,956,1,3,IMPROVE,79
/공유물분할등기서류준비,LOCAL,928,1,3,IMPROVE,79
/가압류신청서류준비,LOCAL,1065,1,4,IMPROVE,84
/내용증명작성준비,LOCAL,886,1,3,IMPROVE,79
/방문없이준비하는유상증자,LOCAL,956,1,3,IMPROVE,79
/휴면법인계속등기준비,LOCAL,1021,1,3,IMPROVE,82
/제주타지역상속인부동산,LOCAL,1002,1,3,IMPROVE,82
/가처분신청서류준비,LOCAL,977,1,3,IMPROVE,79
/채권압류추심서류준비,LOCAL,956,1,3,IMPROVE,79
/변제공탁서류준비,LOCAL,965,1,3,IMPROVE,76
/이혼재산분할등기서류준비,LOCAL,979,1,3,IMPROVE,79
/압류말소등기서류준비,LOCAL,944,1,3,IMPROVE,79
/상속등기후매매서류준비,LOCAL,925,1,3,IMPROVE,79
/특별한정승인,LOCAL,1381,1,7,STRONG,86
/대습상속등기,LOCAL,1144,1,6,STRONG,86
/유류분과상속등기,LOCAL,1125,1,6,STRONG,86
/상속취득세와등기순서,LOCAL,1135,1,6,STRONG,86
/신용회복과개인회생차이,COMPARISON,1082,1,6,IMPROVE,84
/전세사기피해대응절차,LOCAL,1676,0,8,STRONG,89
/분양권명의이전등기,LOCAL,1104,1,6,STRONG,86
/지급명령이의신청준비,LOCAL,1005,1,6,STRONG,86
/해산간주확인절차,LOCAL,1013,1,6,STRONG,86
/등기신청반려와보정,LOCAL,907,1,6,IMPROVE,83
/상속재산분할협의서준비,LOCAL,946,1,6,IMPROVE,83
/대표이사한명만남는경우,LOCAL,936,1,6,IMPROVE,83
/경매낙찰후전세권확인,LOCAL,969,1,6,IMPROVE,81
/본점이전후사업자등록순서,LOCAL,927,1,6,IMPROVE,83
/상속포기후다음순위확인,LOCAL,944,1,6,IMPROVE,83
/부산가등기,LOCAL,1352,1,8,STRONG,86
/부산유언검인,LOCAL,1232,1,8,STRONG,86
/부동산실권리자명의등기,LOCAL,1159,1,6,STRONG,86
/부산경매권리분석,LOCAL,1188,1,7,STRONG,86
/부산개명허가,LOCAL,1147,1,8,STRONG,86
/부산재산명시,LOCAL,1152,1,5,IMPROVE,84
/부산부재자재산관리인,LOCAL,1207,1,5,STRONG,86
/부산상속재산관리인,LOCAL,1121,1,5,STRONG,86
/등기관할과사무소위치,LOCAL,1416,1,6,STRONG,86
/부산재상속등기,LOCAL,947,1,3,IMPROVE,79
/부산외국인상속등기,LOCAL,919,1,3,IMPROVE,79
/상담,LOCAL,922,4,3,STRONG,86
/1분간편상담,LOCAL,780,4,3,IMPROVE,81
/법무사상담,LOCAL,818,4,3,IMPROVE,81
/상속등기상담,LOCAL,852,4,3,IMPROVE,81
/상속포기상담,LOCAL,783,4,3,STRONG,86
/한정승인상담,LOCAL,785,4,3,STRONG,86
/부동산등기상담,LOCAL,780,4,3,STRONG,86
/법인등기상담,LOCAL,792,4,3,STRONG,86
/전세보증금상담,LOCAL,790,4,3,STRONG,86
/개인회생상담,LOCAL,778,4,3,STRONG,86
/등기서류상담,LOCAL,776,4,3,STRONG,86
/무슨법률업무인지모를때,LOCAL,944,4,3,STRONG,86
/서류가없어도상담가능,LOCAL,741,4,3,IMPROVE,81
/전화가어려울때법률상담,LOCAL,781,4,3,STRONG,86
/광안리법무사,LOCAL,1934,7,3,STRONG,92
/동래역법무사,LOCAL,1872,7,3,STRONG,92
/연산동법무사,LOCAL,1961,7,3,STRONG,92
/남천동법무사,LOCAL,1555,6,3,STRONG,92
/대연동법무사,LOCAL,1568,6,3,STRONG,92
/덕천동법무사,LOCAL,1665,6,3,STRONG,92
/명지법무사,LOCAL,1652,6,3,STRONG,92
/정관법무사,LOCAL,1563,6,3,STRONG,92
/사상법무사,LOCAL,1697,7,3,STRONG,92
/하단법무사,LOCAL,1521,6,3,STRONG,92
/우암동법무사,LOCAL,1990,5,6,STRONG,92
/연지동법무사,LOCAL,1935,5,6,STRONG,92
/부산법률전문가,LOCAL,1285,1,7,IMPROVE,84
/법률강의,LOCAL,1157,1,9,STRONG,86
/부산법률강사,LOCAL,1414,1,8,STRONG,86
/전세사기예방교육,LOCAL,954,1,8,IMPROVE,83
/청년생활법률특강,LOCAL,1009,1,8,STRONG,86
/창업법률교육,LOCAL,947,1,8,IMPROVE,83
/기업법률교육,LOCAL,1146,1,8,STRONG,86
/강사소개,LOCAL,825,1,5,IMPROVE,83
/강의문의,LOCAL,1337,1,12,STRONG,86
/디지털법률교육,LOCAL,842,1,8,IMPROVE,83
/학교법률교육,LOCAL,735,1,8,IMPROVE,83
/공공기관법률교육,LOCAL,1281,1,12,STRONG,86
/법무사진로특강,LOCAL,746,1,8,IMPROVE,83
/부산도서관법률특강,LOCAL,1087,1,8,STRONG,86
/부산법무사강의,LOCAL,966,1,8,IMPROVE,83
/부산기관법률특강,LOCAL,958,1,8,IMPROVE,83
/부산사회복지기관강사,LOCAL,1294,1,8,IMPROVE,84
/부산강사섭외비용,COST,1100,1,7,IMPROVE,84
/부산강사섭외체크리스트,LOCAL,1276,1,7,IMPROVE,84
/기관특강주제추천,LOCAL,1327,1,8,IMPROVE,84
/강의시간별구성,COMPARISON,1313,1,7,IMPROVE,84
/부산기업법률자문,LOCAL,850,1,3,IMPROVE,79
/부산기업채권관리,LOCAL,852,1,3,IMPROVE,79
/부산기업부동산등기,LOCAL,763,1,3,IMPROVE,79
/기업업무문의,LOCAL,698,1,3,IMPROVE,79
/부산법률상담,LOCAL,1132,1,3,IMPROVE,82
/법인변경등기,LOCAL,991,1,3,IMPROVE,79
/부산대표이사변경등기,LOCAL,931,1,3,IMPROVE,79
/부산임원임기만료등기,LOCAL,781,1,3,IMPROVE,79
/부산본점이전등기,LOCAL,918,1,3,IMPROVE,79
/부산사업목적변경등기,LOCAL,784,1,3,IMPROVE,79
/부산유상증자등기,LOCAL,781,1,3,IMPROVE,79
/부산법인해산청산등기,LOCAL,796,1,3,IMPROVE,77
/부산법인등기과태료,LOCAL,774,1,3,IMPROVE,79
/대표자사망시법인등기,LOCAL,797,1,3,IMPROVE,79
/부산상호변경등기,LOCAL,859,1,3,IMPROVE,79
/부산지점설치등기,LOCAL,774,1,3,IMPROVE,79
/부산지점폐지등기,LOCAL,837,1,3,IMPROVE,79
/부산감자등기,LOCAL,786,1,3,IMPROVE,77
/부산무상증자등기,LOCAL,862,1,3,IMPROVE,79
/부산휴면법인계속등기,LOCAL,913,1,3,IMPROVE,79
/부산공동대표변경등기,LOCAL,805,1,3,IMPROVE,79
/부산임원사임해임등기,LOCAL,821,1,3,IMPROVE,79
/부산개인사업자법인전환,LOCAL,866,1,3,IMPROVE,79
/부산법인해산전확인사항,LOCAL,842,1,3,IMPROVE,79
/녹산산단법인본점지점,LOCAL,855,1,3,IMPROVE,79
/부산법인정기점검,LOCAL,1068,1,3,IMPROVE,82
/법인정관업무,LOCAL,970,1,3,IMPROVE,79
/법인정관변경,LOCAL,939,1,3,IMPROVE,79
/법인공증준비,LOCAL,967,1,3,IMPROVE,79
/법인정관인증확인,LOCAL,900,1,3,IMPROVE,79
/법인의사록공증준비,LOCAL,905,1,3,IMPROVE,79
/부산1인법인설립,LOCAL,910,1,3,IMPROVE,79
/부산유한회사설립등기,LOCAL,782,1,3,IMPROVE,79
/부산제3자배정유상증자,LOCAL,802,1,3,IMPROVE,79
/부산주주배정유상증자,LOCAL,738,1,3,IMPROVE,79
/부산가수금출자전환,LOCAL,778,1,3,IMPROVE,79
/부산현물출자증자,LOCAL,791,1,3,IMPROVE,79
/부산건물등기,LOCAL,1360,4,3,STRONG,89
/부산건축물등기법무사,LOCAL,1268,4,3,STRONG,89
/부산건물멸실등기,LOCAL,1251,4,3,STRONG,89
/부산건물표시변경등기,LOCAL,1267,4,3,STRONG,89
/부산집합건물등기,LOCAL,1225,4,3,STRONG,89
/부산공장창고등기,LOCAL,1279,4,3,STRONG,89
/건물등기상황별안내,LOCAL,1278,4,3,STRONG,89
/철거후건물멸실등기,LOCAL,1264,4,3,STRONG,89
/건축물대장말소와멸실등기차이,COMPARISON,1157,4,3,STRONG,89
/멸실등기없이토지매도,LOCAL,1226,4,3,STRONG,89
/신축전기존건물철거등기순서,LOCAL,1198,4,3,STRONG,89
/화재소실건물멸실등기,LOCAL,1140,4,3,STRONG,89
/건물일부철거표시변경,LOCAL,1137,4,3,STRONG,89
/공장철거후멸실등기,LOCAL,1147,4,3,STRONG,89
/상속건물멸실등기,LOCAL,1180,4,3,STRONG,89
/건축물대장말소등기부잔존,LOCAL,1152,4,3,STRONG,89
/등기부존재실제건물없음,LOCAL,1211,4,3,STRONG,89
/공유자연락두절멸실등기,LOCAL,1236,4,3,STRONG,89
/건물토지소유자상이멸실,LOCAL,1221,4,3,STRONG,89
/토지소유자와건축주다른보존등기,LOCAL,1388,4,3,STRONG,89
/건축주법인신축보존등기,LOCAL,1221,4,3,STRONG,89
/보존등기후근저당설정,LOCAL,1177,4,3,STRONG,87
/지식산업센터보존등기,LOCAL,1135,4,3,STRONG,89
/증축후건물표시변경등기,LOCAL,1171,4,3,STRONG,89
/건물용도변경등기,LOCAL,1041,4,3,STRONG,87
/건물면적상이경정등기,LOCAL,1010,4,3,STRONG,87
/도로명주소등기부상이,LOCAL,1040,4,3,STRONG,87
/건축물대장등기부불일치,LOCAL,1030,4,3,STRONG,87
/불법증축후등기가능여부,LOCAL,1076,4,3,STRONG,89
/건물분할등기,LOCAL,1009,4,3,STRONG,87
/건물합병등기,LOCAL,971,4,3,IMPROVE,84
/일반건물집합건물전환등기,LOCAL,1083,4,3,STRONG,89
/미등기건물소유권보존등기,LOCAL,1111,4,3,STRONG,89
/가설컨테이너등기가능여부,LOCAL,1028,4,3,STRONG,87
/강서구공장멸실등기,LOCAL,1044,4,3,STRONG,87
